consulta
BUENOS AIRES sen gral 2005
BUENOS AIRES sen gral 2011
BUENOS AIRES sen gral 2017
BUENOS AIRES sen paso 2011
BUENOS AIRES sen paso 2017
LA RIOJA dip gral 2005
LA RIOJA dip gral 2007
LA RIOJA dip gral 2009
LA RIOJA dip gral 2011
LA RIOJA dip gral 2013
LA RIOJA dip gral 2015
LA RIOJA dip gral 2017
LA RIOJA dip gral 2019
LA RIOJA dip paso 2011
LA RIOJA dip paso 2013
LA RIOJA dip paso 2015
LA RIOJA dip paso 2017
LA RIOJA dip paso 2019
LA RIOJA sen gral 2005
LA RIOJA sen gral 2011
LA RIOJA sen gral 2017
LA RIOJA sen paso 2011
LA RIOJA sen paso 2017
RIO NEGRO dip gral 2005
RIO NEGRO dip gral 2007
RIO NEGRO dip gral 2009
RIO NEGRO dip gral 2011
RIO NEGRO dip gral 2013
RIO NEGRO dip gral 2015
RIO NEGRO dip gral 2017
RIO NEGRO dip gral 2019
RIO NEGRO dip paso 2011
RIO NEGRO dip paso 2013
RIO NEGRO dip paso 2015
RIO NEGRO dip paso 2017
RIO NEGRO dip paso 2019
RIO NEGRO sen gral 2007
RIO NEGRO sen gral 2013
RIO NEGRO sen gral 2019
RIO NEGRO sen paso 2013
RIO NEGRO sen paso 2019
SALTA dip gral 2005
SALTA dip gral 2007
SALTA dip gral 2009
SALTA dip gral 2011
SALTA dip gral 2013
SALTA dip gral 2015
SALTA dip gral 2017
SALTA dip gral 2019
SALTA dip paso 2011
SALTA dip paso 2013
SALTA dip paso 2015
SALTA dip paso 2017
SALTA dip paso 2019
SALTA sen gral 2007
SALTA sen gral 2013
SALTA sen gral 2019
SALTA sen paso 2013
SALTA sen paso 2019
SANTIAGO DEL ESTERO dip gral 2005
SANTIAGO DEL ESTERO dip gral 2007
SANTIAGO DEL ESTERO dip gral 2009
SANTIAGO DEL ESTERO dip gral 2011
SANTIAGO DEL ESTERO dip gral 2013
SANTIAGO DEL ESTERO dip gral 2015
SANTIAGO DEL ESTERO dip gral 2017
SANTIAGO DEL ESTERO dip gral 2019
SANTIAGO DEL ESTERO dip paso 2011
SANTIAGO DEL ESTERO dip paso 2013
SANTIAGO DEL ESTERO dip paso 2015
SANTIAGO DEL ESTERO dip paso 2017
SANTIAGO DEL ESTERO dip paso 2019
SANTIAGO DEL ESTERO sen gral 2007
SANTIAGO DEL ESTERO sen gral 2013
SANTIAGO DEL ESTERO sen gral 2019
SANTIAGO DEL ESTERO sen paso 2013
SANTIAGO DEL ESTERO sen paso 2019
SANTA CRUZ dip gral 2005
SANTA CRUZ dip gral 2007
SANTA CRUZ dip gral 2009
SANTA CRUZ dip gral 2011
SANTA CRUZ dip gral 2013
SANTA CRUZ dip gral 2015
SANTA CRUZ dip gral 2017
SANTA CRUZ dip gral 2019
SANTA CRUZ dip paso 2011
SANTA CRUZ dip paso 2013
SANTA CRUZ dip paso 2015
SANTA CRUZ dip paso 2017
SANTA CRUZ dip paso 2019
SANTA CRUZ sen gral 2005
SANTA CRUZ sen gral 2011
SANTA CRUZ sen gral 2017
SANTA CRUZ sen paso 2011
SANTA CRUZ sen paso 2017
SANTA FE dip gral 2005
SANTA FE dip gral 2007
SANTA FE dip gral 2009
SANTA FE dip gral 2011
SANTA FE dip gral 2013
SANTA FE dip gral 2015
SANTA FE dip gral 2017
SANTA FE dip gral 2019
SANTA FE dip paso 2011
SANTA FE dip paso 2013
SANTA FE dip paso 2015
SANTA FE dip paso 2017
SANTA FE dip paso 2019
SANTA FE sen gral 2009
SANTA FE sen gral 2015
SANTA FE sen paso 2015
SAN JUAN dip gral 2005
SAN JUAN dip gral 2007
SAN JUAN dip gral 2009
SAN JUAN dip gral 2011
SAN JUAN dip gral 2013
SAN JUAN dip gral 2015
SAN JUAN dip gral 2017
SAN JUAN dip gral 2019
SAN JUAN dip paso 2011
SAN JUAN dip paso 2013
SAN JUAN dip paso 2015
SAN JUAN dip paso 2017
SAN JUAN dip paso 2019
SAN JUAN sen gral 2005
SAN JUAN sen gral 2011
SAN JUAN sen gral 2017
SAN JUAN sen paso 2011
SAN JUAN sen paso 2017
SAN LUIS dip gral 2005
SAN LUIS dip gral 2007
SAN LUIS dip gral 2009
SAN LUIS dip gral 2011
SAN LUIS dip gral 2013
SAN LUIS dip gral 2015
SAN LUIS dip gral 2017
SAN LUIS dip gral 2019
SAN LUIS dip paso 2011
SAN LUIS dip paso 2013
SAN LUIS dip paso 2015
SAN LUIS dip paso 2017
SAN LUIS dip paso 2019
SAN LUIS sen gral 2005
SAN LUIS sen gral 2011
SAN LUIS sen gral 2017
SAN LUIS sen paso 2011
SAN LUIS sen paso 2017
TIERRA DEL FUEGO dip gral 2005
TIERRA DEL FUEGO dip gral 2007
TIERRA DEL FUEGO dip gral 2009
TIERRA DEL FUEGO dip gral 2011
TIERRA DEL FUEGO dip gral 2013
TIERRA DEL FUEGO dip gral 2015
TIERRA DEL FUEGO dip gral 2017
TIERRA DEL FUEGO dip gral 2019
TIERRA DEL FUEGO dip paso 2011
TIERRA DEL FUEGO dip paso 2013
TIERRA DEL FUEGO dip paso 2015
TIERRA DEL FUEGO dip paso 2017
TIERRA DEL FUEGO dip paso 2019
TIERRA DEL FUEGO sen gral 2007
TIERRA DEL FUEGO sen gral 2013
TIERRA DEL FUEGO sen gral 2019
TIERRA DEL FUEGO sen paso 2013
TIERRA DEL FUEGO sen paso 2019
TUCUMAN dip gral 2005
TUCUMAN dip gral 2007
TUCUMAN dip gral 2009
TUCUMAN dip gral 2011
TUCUMAN dip gral 2013
TUCUMAN dip gral 2015
TUCUMAN dip gral 2017
TUCUMAN dip gral 2019
TUCUMAN dip paso 2011
TUCUMAN dip paso 2013
TUCUMAN dip paso 2015
TUCUMAN dip paso 2017
TUCUMAN dip paso 2019
TUCUMAN sen gral 2009
TUCUMAN sen gral 2015
TUCUMAN sen paso 2015
